longitude,latitude,ID,Temperature,Precipitation
7.0283,4.8776,85,26.60300064086914,2661
7.1252,4.8869,86,26.503833770751953,2704
7.133,6.337,87,27.069499969482422,1654
7.2437,4.7518,88,26.48550033569336,3009
7.2869,4.6692,89,26.65333366394043,3230
7.541,4.5134,90,26.630638122558594,3499
7.7756,6.4772,91,27.15883445739746,1733
11.9215,9.5894,92,27.58799934387207,991
14.2419,-13.0403,93,22.195999145507812,953
29.8562,-2.676,94,19.86316680908203,1154
29.9443,-2.4378,95,20.736000061035156,1072
33.9334,-9.9326,96,24.47833251953125,1104
34.5941,0.5097,97,21.027999877929688,1679
37.2087,11.3705,98,17.747833251953125,1496
37.2831,11.4731,99,18.546167373657227,1442
37.3546,11.707,100,18.988000869750977,1351
37.3795,11.5726,101,19.405500411987305,1379
37.5834,11.4857,102,20.605167388916016,1225
42.3311,9.2263,103,20.716833114624023,666
94.9113,27.4729,104,23.552833557128906,2712
98.4541,15.1532,105,26.604333877563477,2310
98.7303,8.387,106,27.426834106445312,2442
99.0503,8.2639,107,27.322834014892578,2051
99.2938,8.0649,108,27.23466682434082,1962
100.6965,16.5604,109,27.20549964904785,1302
100.7436,16.4578,110,27.52633285522461,1331
101.3505,17.9114,111,25.37583351135254,1304
101.9822,14.9981,112,27.004499435424805,1035
101.9856,20.6902,113,23.014999389648438,1618
102.1678,19.8486,114,24.156999588012695,1436
102.1832,19.7589,115,24.527833938598633,1454
102.4211,15.8059,116,27.10883331298828,1027
102.6326,17.9737,117,26.434165954589844,1731
102.6387,16.0836,118,26.99766731262207,1109
103.22,16.6,119,26.87350082397461,1171
104.2274,20.4096,120,20.465499877929688,1327
104.6988,13.819,121,27.23699951171875,1588
104.7696,16.572,122,26.381999969482422,1544
104.9012,13.5786,123,27.160999298095703,1583
104.941,14.2174,124,27.161333084106445,1815
104.9441,11.4829,125,27.891332626342773,1304
104.9881,11.3599,126,27.72283363342285,1274
105.0276,11.2677,127,27.717666625976562,1267
105.0356,13.8556,128,27.117000579833984,1694
105.1152,13.3602,129,27.140499114990234,1599
105.1881,17.6975,130,23.280166625976562,2504
105.2576,13.6537,131,27.24449920654297,1688
105.7281,14.2902,132,26.985166549682617,2037
105.7681,14.0958,133,27.163333892822266,1843
106.3991,29.8047,134,17.8608341217041,1141
106.5456,15.1863,135,22.355167388916016,2530
30.97,-29.8,136,20.729833602905273,998
31.01,-29.79,137,20.639667510986328,982
31.01,-29.77,138,20.639667510986328,982
31,-29.79,139,20.639667510986328,982
102.304217,20.137898,140,24.154666900634766,1496
31.66667,-17.16667,141,20.04400062561035,791
9.640833,4.721667,142,25.195167541503906,3069
-7.559894,12.866163,143,27.414499282836914,805
38.352692,-6.22357,144,25.82550048828125,995
38.352921,-6.22579,145,25.82550048828125,995
38.484638,-6.16894,146,25.383167266845703,1052
38.33535,-6.22613,147,25.82550048828125,995
38.37035,-6.2345,148,25.82550048828125,995
38.35495,-6.22584,149,25.82550048828125,995
38.36586,-6.23269,150,25.82550048828125,995
38.303452,-6.2139,151,25.654666900634766,986
38.231049,-6.18825,152,24.765666961669922,985
38.51516,-6.12059,153,25.076499938964844,1067
38.483269,-6.2515,154,26.27316665649414,1007
38.332272,-6.25325,155,25.65483283996582,963
38.344269,-6.22503,156,25.82550048828125,995
38.334579,-6.23974,157,25.82550048828125,995
38.344849,-6.2332,158,25.82550048828125,995
38.350761,-6.22325,159,25.82550048828125,995
38.23148,-6.19949,160,24.765666961669922,985
38.449139,-6.1389,161,25.118000030517578,1052
38.35294,-6.22103,162,25.82550048828125,995
38.343948,-6.2459,163,25.82550048828125,995
38.337742,-6.22579,164,25.82550048828125,995
38.375542,-6.22066,165,25.907499313354492,996
38.346191,-6.2244,166,25.82550048828125,995
38.340321,-6.22576,167,25.82550048828125,995
38.396278,-6.11882,168,24.908166885375977,1011
38.356731,-6.24767,169,25.82550048828125,995
38.378078,-6.24283,170,25.907499313354492,996
38.264462,-6.21001,171,25.497833251953125,975
38.301109,-6.212,172,25.654666900634766,986
38.23101,-6.16804,173,24.765666961669922,985
28.44125,-15.61994,174,20.835500717163086,803
